link,name,type
/wiki/Ilya_Mikhailovich_Frank,Ilya Mikhailovich Frank,PERSON
/wiki/T%E1%BA%ADp_tin:Igor_Tamm.jpg,Tập tin:Igor Tamm.jpg,UNKNOWN
/wiki/Igor_Yevgenyevich_Tamm,Igor Yevgenyevich Tamm,PERSON
/wiki/1959,1959,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Segre.jpg,Tập tin:Segre.jpg,UNKNOWN
/wiki/Emilio_Gino_Segr%C3%A8,Emilio G. Segrè,PERSON
"/wiki/Tivoli,_Lazio",Tivoli,UNKNOWN
/wiki/Ph%E1%BA%A3n_proton,Phản proton,UNKNOWN
#cite_note-61,Trang Chính,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Owen_Chamberlain.jpg,Tập tin:Owen Chamberlain.jpg,UNKNOWN
/wiki/Owen_Chamberlain,Owen Chamberlain,PERSON
/wiki/1960,1960,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Donald_Glaser.jpg,Tập tin:Donald Glaser.jpg,UNKNOWN
/wiki/Donald_Arthur_Glaser,Donald Arthur Glaser,PERSON
/w/index.php?title=Bu%E1%BB%93ng_b%E1%BB%8Dt&action=edit&redlink=1,Tạo Buồng bọt,UNKNOWN
#cite_note-62,Trang Chính,UNKNOWN
/wiki/1961,1961,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Robert_Hofstadter.jpg,Tập tin:Robert Hofstadter.jpg,UNKNOWN
/wiki/Robert_Hofstadter,Robert Hofstadter,PERSON
/wiki/Nucleon,Nucleon,UNKNOWN
#cite_note-N1961-63,Trang Chính,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Mossbauer.jpg,Tập tin:Mossbauer.jpg,UNKNOWN
/wiki/Rudolf_M%C3%B6%C3%9Fbauer,Rudolf Mößbauer,PERSON
/wiki/H%E1%BA%A5p_th%E1%BB%A5,Hấp thụ,UNKNOWN
/wiki/Tia_gamma,Tia gamma,UNKNOWN
/wiki/Hi%E1%BB%87u_%E1%BB%A9ng_Mossbauer,Hiệu ứng Mössbauer,UNKNOWN
/wiki/1962,1962,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Landau.jpg,Tập tin:Landau.jpg,UNKNOWN
/wiki/Lev_Davidovich_Landau,Lev Davidovich Landau,PERSON
/wiki/Ch%E1%BA%A5t_r%E1%BA%AFn,Chất rắn,UNKNOWN
#cite_note-64,Trang Chính,UNKNOWN
/wiki/1963,1963,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Wigner.jpg,Tập tin:Wigner.jpg,UNKNOWN
/wiki/Eugene_Wigner,Eugene Wigner,PERSON
/wiki/Budapest,Budapest,PLACE
/wiki/H%E1%BA%A1t_nh%C3%A2n_nguy%C3%AAn_t%E1%BB%AD,Hạt nhân nguyên tử,UNKNOWN
#cite_note-N1963-65,Trang Chính,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Maria_Goeppert-Mayer.jpg,Tập tin:Maria Goeppert-Mayer.jpg,UNKNOWN
/wiki/Maria_Goeppert-Mayer,Maria Goeppert-Mayer,PERSON
/wiki/Katowice,Katowice,PLACE
/wiki/T%E1%BA%ADp_tin:Johannes_Hans_Daniel_Jensen_(1907%E2%80%931973).jpg,Tập tin:Johannes Hans Daniel Jensen (1907–1973).jpg,UNKNOWN
/wiki/J._Hans_D._Jensen,Johannes Hans Daniel Jensen,PERSON
/wiki/1964,1964,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Basov.jpg,Tập tin:Basov.jpg,UNKNOWN
/wiki/Nicolay_Gennadiyevich_Basov,Nikolay Gennadiyevich Basov,PERSON
/wiki/Maser,Maser,UNKNOWN
/wiki/Laser,Laser,UNKNOWN
#cite_note-66,Trang Chính,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Aleksandr_Prokhorov.jpg,Tập tin:Aleksandr Prokhorov.jpg,UNKNOWN
/wiki/Aleksandr_Mikhailovich_Prokhorov,Aleksandr Mikhailovich Prokhorov,PERSON
/wiki/T%E1%BA%ADp_tin:Charles_Townes.jpg,Tập tin:Charles Townes.jpg,UNKNOWN
/wiki/Charles_Townes,Charles Townes,PERSON
/wiki/1965,1965,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Tomonaga.jpg,Tập tin:Tomonaga.jpg,UNKNOWN
/wiki/Tomonaga_Shinichir%C5%8D,Tomonaga Shinichirō,PERSON
/wiki/%C4%90i%E1%BB%87n_%C4%91%E1%BB%99ng_h%E1%BB%8Dc_l%C6%B0%E1%BB%A3ng_t%E1%BB%AD,Điện động lực học lượng tử,UNKNOWN
/wiki/V%E1%BA%ADt_l%C3%BD_h%E1%BA%A1t,Vật lý hạt,UNKNOWN
#cite_note-67,Trang Chính,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Schwinger.jpg,Tập tin:Schwinger.jpg,UNKNOWN
/wiki/Julian_Schwinger,Julian Schwinger,PERSON
/wiki/T%E1%BA%ADp_tin:Feynman.png,Tập tin:Feynman.png,UNKNOWN
/wiki/Richard_Feynman,Richard Feynman,PERSON
/wiki/1966,1966,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Kastler.jpg,Tập tin:Kastler.jpg,UNKNOWN
/wiki/Alfred_Kastler,Alfred Kastler,PERSON
/w/index.php?title=C%E1%BB%99ng_h%C6%B0%E1%BB%9Fng_Hertz&action=edit&redlink=1,Tạo Cộng hưởng Hertz,UNKNOWN
#cite_note-68,Trang Chính,UNKNOWN
/wiki/1967,1967,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Hans_Bethe.jpg,Tập tin:Hans Bethe.jpg,UNKNOWN
/wiki/Hans_Bethe,Hans Bethe,PERSON
/wiki/Strasbourg,Strasbourg,PLACE
/wiki/Sao,Sao,UNKNOWN
#cite_note-69,Trang Chính,UNKNOWN
/wiki/1968,1968,UNKNOWN
/wiki/T%E1%BA%ADp_tin:LWA_Picture_Final.jpg,Tập tin:LWA Picture Final.jpg,UNKNOWN
/wiki/Luis_Alvarez,Luis Alvarez,PERSON
#cite_note-70,Trang Chính,UNKNOWN
/wiki/1969,1969,UNKNOWN
/wiki/T%E1%BA%ADp_tin:MurrayGellMannJI1.jpg,Tập tin:MurrayGellMannJI1.jpg,UNKNOWN
/wiki/Murray_Gell-Mann,Murray Gell-Mann,PERSON
#cite_note-71,Trang Chính,UNKNOWN
/wiki/1970,1970,UNKNOWN
/wiki/T%E1%BA%ADp_tin:YoungAlfven.jpg,Tập tin:YoungAlfven.jpg,UNKNOWN
/wiki/Hannes_Alfv%C3%A9n,Hannes Alfvén,PERSON
/wiki/T%E1%BB%AB_th%E1%BB%A7y_%C4%91%E1%BB%99ng_l%E1%BB%B1c_h%E1%BB%8Dc,Từ thủy động lực học,UNKNOWN
/wiki/Plasma,Plasma,UNKNOWN
#cite_note-N1970-72,Trang Chính,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Louis_Neel_1970.jpg,Tập tin:Louis Neel 1970.jpg,UNKNOWN
/wiki/Louis_Eug%C3%A8ne_F%C3%A9lix_N%C3%A9el,Louis Eugène Félix Néel,UNKNOWN
/wiki/1971,1971,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Dennis_Gabor_1971b.jpg,Tập tin:Dennis Gabor 1971b.jpg,UNKNOWN
/wiki/G%C3%A1bor_D%C3%A9nes,Dennis Gabor,PERSON
/wiki/%E1%BA%A2nh_to%C3%A0n_k%C3%BD,Ảnh toàn ký,UNKNOWN
#cite_note-73,Trang Chính,UNKNOWN
/wiki/1972,1972,UNKNOWN
/wiki/Si%C3%AAu_d%E1%BA%ABn,Siêu dẫn,UNKNOWN
/wiki/L%C3%BD_thuy%E1%BA%BFt_BCS,Lý thuyết BCS,UNKNOWN
#cite_note-74,Trang Chính,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Nobel_Laureate_Leon_Cooper_in_2007.jpg,Tập tin:Nobel Laureate Leon Cooper in 2007.jpg,UNKNOWN
/wiki/Leon_Neil_Cooper,Leon Neil Cooper,PERSON
/wiki/T%E1%BA%ADp_tin:John_Robert_Schrieffer.jpg,Tập tin:John Robert Schrieffer.jpg,UNKNOWN
/wiki/John_Schrieffer,John Schrieffer,PERSON
/wiki/1973,1973,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Leo_Esaki_1959.jpg,Tập tin:Leo Esaki 1959.jpg,UNKNOWN
/wiki/Esaki_Reona,Esaki Reona,PERSON
/wiki/%C4%90%C6%B0%E1%BB%9Dng_h%E1%BA%A7m_l%C6%B0%E1%BB%A3ng_t%E1%BB%AD,Xuyên hầm lượng tử,UNKNOWN
#cite_note-N1973-75,Trang Chính,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Ivar_Giaever.jpg,Tập tin:Ivar Giaever.jpg,UNKNOWN
/wiki/Ivar_Giaever,Ivar Giaever,PERSON
/wiki/Na_Uy,Na Uy,ORGANIZATION
"/wiki/T%E1%BA%ADp_tin:Brian_Josephson,_March_2004.jpg","Tập tin:Brian Josephson, March 2004.jpg",UNKNOWN
/wiki/Brian_David_Josephson,Brian David Josephson,PERSON
/w/index.php?title=Hi%E1%BB%87u_%E1%BB%A9ng_Josephson&action=edit&redlink=1,Tạo Hiệu ứng Josephson,UNKNOWN
/wiki/1974,1974,UNKNOWN
/wiki/Martin_Ryle,Martin Ryle,UNKNOWN
/wiki/Thi%C3%AAn_v%C4%83n_v%C3%B4_tuy%E1%BA%BFn,Thiên văn vô tuyến,UNKNOWN
/wiki/Sao_xung,Sao xung,UNKNOWN
#cite_note-76,Trang Chính,UNKNOWN
/wiki/Antony_Hewish,Antony Hewish,PERSON
/wiki/1975,1975,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Aage_Bohr.jpg,Tập tin:Aage Bohr.jpg,UNKNOWN
/wiki/Aage_Niels_Bohr,Aage Niels Bohr,PERSON
#cite_note-77,Trang Chính,UNKNOWN
"/wiki/T%E1%BA%ADp_tin:Mottelson,Ben_1963_Kopenhagen.jpg","Tập tin:Mottelson,Ben 1963 Kopenhagen.jpg",UNKNOWN
/wiki/Ben_Roy_Mottelson,Ben Roy Mottelson,PERSON
/wiki/Chicago,Chicago,PLACE
/wiki/Illinois,Illinois,PLACE
/wiki/T%E1%BA%ADp_tin:James_Rainwater_2.jpg,Tập tin:James Rainwater 2.jpg,UNKNOWN
/wiki/James_Rainwater,James Rainwater,PERSON
/wiki/1976,1976,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Burton_Richter_-_charm_quark.jpg,Tập tin:Burton Richter - charm quark.jpg,UNKNOWN
/wiki/Burton_Richter,Burton Richter,PERSON
#cite_note-78,Trang Chính,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Samuel_ting_10-19-10.jpg,Tập tin:Samuel ting 10-19-10.jpg,UNKNOWN
/wiki/%C4%90inh_Tri%E1%BB%87u_Trung,Đinh Triệu Trung,PERSON
/wiki/1977,1977,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Andersonphoto.jpg,Tập tin:Andersonphoto.jpg,UNKNOWN
/wiki/Philip_Warren_Anderson,Philip Warren Anderson,PERSON
#cite_note-79,Trang Chính,UNKNOWN
"/wiki/T%E1%BA%ADp_tin:Mott,Nevill_Francis_Heisenberg_1952_London.jpg","Tập tin:Mott,Nevill Francis Heisenberg 1952 London.jpg",UNKNOWN
/wiki/Neville_Francis_Mott,Nevill Francis Mott,PERSON
/wiki/T%E1%BA%ADp_tin:JH_van_Vleck_1974.jpg,Tập tin:JH van Vleck 1974.jpg,UNKNOWN
/wiki/John_Hasbrouck_van_Vleck,John Hasbrouck Van Vleck,PERSON
/wiki/1978,1978,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Pyotr_L_Kapitsa_Russian_physicist_1964.jpg,Tập tin:Pyotr L Kapitsa Russian physicist 1964.jpg,UNKNOWN
/wiki/Pyotr_Leonidovich_Kapitsa,Pyotr Leonidovich Kapitsa,UNKNOWN
/w/index.php?title=V%E1%BA%ADt_l%C3%BD_nhi%E1%BB%87t_%C4%91%E1%BB%99_th%E1%BA%A5p&action=edit&redlink=1,Tạo Vật lý nhiệt độ thấp,UNKNOWN
#cite_note-N1978-80,Trang Chính,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Arno_Penzias.jpg,Tập tin:Arno Penzias.jpg,UNKNOWN
/wiki/Arno_Allan_Penzias,Arno Allan Penzias,PERSON
/wiki/M%C3%BCnchen,München,PLACE
/wiki/B%E1%BB%A9c_x%E1%BA%A1_ph%C3%B4ng_vi_s%C3%B3ng_v%C5%A9_tr%E1%BB%A5,Bức xạ phông vi sóng vũ trụ,UNKNOWN
/w/index.php?title=%C4%90%E1%BA%B7c_bi%E1%BB%87t:T%E1%BA%A3i_l%C3%AAn&wpDestFile=Wilson_penzias200.jpg,Cần đăng nhập,UNKNOWN
/wiki/Robert_Woodrow_Wilson,Robert Woodrow Wilson,PERSON
/wiki/1979,1979,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Sheldon_Glashow_at_Harvard_cropped.jpg,Tập tin:Sheldon Glashow at Harvard cropped.jpg,UNKNOWN
/wiki/Sheldon_Lee_Glashow,Sheldon Lee Glashow,PERSON
/wiki/T%C6%B0%C6%A1ng_t%C3%A1c_y%E1%BA%BFu,Tương tác yếu,UNKNOWN
/w/index.php?title=T%C6%B0%C6%A1ng_t%C3%A1c_%C4%91i%E1%BB%87n_t%E1%BB%AD&action=edit&redlink=1,Tạo Tương tác điện tử,UNKNOWN
#cite_note-N1995-81,Trang Chính,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Abdus_Salam_1987.jpg,Tập tin:Abdus Salam 1987.jpg,UNKNOWN
/wiki/Abdus_Salam,Abdus Salam,PERSON
/wiki/Pakistan,Pakistan,PLACE
/wiki/Jhang,Jhang,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Steven_weinberg_2010.jpg,Tập tin:Steven weinberg 2010.jpg,UNKNOWN
/wiki/Steven_Weinberg,Steven Weinberg,PERSON
/wiki/1980,1980,UNKNOWN
/wiki/T%E1%BA%ADp_tin:James-cronin.jpg,Tập tin:James-cronin.jpg,UNKNOWN
/wiki/James_Cronin,James Cronin,PERSON
/w/index.php?title=%C4%90%E1%BB%91i_x%E1%BB%A9ng_c%C6%A1_b%E1%BA%A3n&action=edit&redlink=1,Tạo Đối xứng cơ bản,UNKNOWN
/w/index.php?title=Ph%C3%A2n_r%C3%A3_K-meson&action=edit&redlink=1,Tạo Phân rã K-meson,UNKNOWN
#cite_note-82,Trang Chính,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Val_Fitch.jpg,Tập tin:Val Fitch.jpg,UNKNOWN
/w/index.php?title=Val_Logsdon_Fitch&action=edit&redlink=1,Tạo Val Logsdon Fitch,UNKNOWN
/wiki/1981,1981,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Nicolaas_Bloembergen_1981.jpg,Tập tin:Nicolaas Bloembergen 1981.jpg,UNKNOWN
/wiki/Nicolaas_Bloembergen,Nicolaas Bloembergen,PERSON
"/wiki/T%E1%BA%ADp_tin:Artur_Schawlow,_Stanford_University.jpg","Tập tin:Artur Schawlow, Stanford University.jpg",UNKNOWN
/wiki/Arthur_Leonard_Schawlow,Arthur Leonard Schawlow,PERSON
/wiki/T%E1%BA%ADp_tin:Kai_Manne_B%C3%B6rje_Siegbahn_2.jpg,Tập tin:Kai Manne Börje Siegbahn 2.jpg,UNKNOWN
/wiki/Kai_Siegbahn,Kai Siegbahn,PERSON
/wiki/1982,1982,UNKNOWN
/wiki/Kenneth_G._Wilson,Kenneth G. Wilson,PERSON
#cite_note-83,Trang Chính,UNKNOWN
/wiki/1983,1983,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Subrahmanyan_Chandrasekhar.gif,Tập tin:Subrahmanyan Chandrasekhar.gif,UNKNOWN
/wiki/Subrahmanyan_Chandrasekhar,Subrahmanyan Chandrasekhar,PERSON
/wiki/Lahore,Lahore,PLACE
/wiki/Gi%E1%BB%9Bi_h%E1%BA%A1n_Chandrasekhar,Giới hạn Chandrasekhar,UNKNOWN
#cite_note-N1983-84,Trang Chính,UNKNOWN
/wiki/T%E1%BA%ADp_tin:William_A._Fowler_Los_Alamos_ID.png,Tập tin:William A. Fowler Los Alamos ID.png,UNKNOWN
/wiki/William_Alfred_Fowler,William Alfred Fowler,PERSON
/wiki/1984,1984,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Carlo_Rubbia_2012.jpg,Tập tin:Carlo Rubbia 2012.jpg,UNKNOWN
/w/index.php?title=Carlo_Rubbia&action=edit&redlink=1,Tạo Carlo Rubbia,UNKNOWN
/wiki/%C3%9D,Ý,PERSON
#cite_note-85,Trang Chính,UNKNOWN
/w/index.php?title=%C4%90%E1%BA%B7c_bi%E1%BB%87t:T%E1%BA%A3i_l%C3%AAn&wpDestFile=Simon_Van_der_Meer.png,Cần đăng nhập,UNKNOWN
/w/index.php?title=Simon_van_der_Meer&action=edit&redlink=1,Tạo Simon van der Meer,UNKNOWN
/wiki/1985,1985,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Klaus_von_Klitzing_2015.jpg,Tập tin:Klaus von Klitzing 2015.jpg,UNKNOWN
/wiki/Klaus_von_Klitzing,Klaus von Klitzing,PERSON
/wiki/Hi%E1%BB%87u_%E1%BB%A9ng_Hall_l%C6%B0%E1%BB%A3ng_t%E1%BB%AD,Hiệu ứng Hall lượng tử,UNKNOWN
#cite_note-86,Trang Chính,UNKNOWN
/wiki/1986,1986,UNKNOWN
/wiki/Ernst_Ruska,Ernst Ruska,PERSON
/wiki/K%C3%ADnh_hi%E1%BB%83n_vi_%C4%91i%E1%BB%87n_t%E1%BB%AD,Kính hiển vi điện tử,UNKNOWN
#cite_note-N1986-87,Trang Chính,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Gerd_Binnig_sw.jpg,Tập tin:Gerd Binnig sw.jpg,UNKNOWN
/wiki/Gerd_Binnig,Gerd Binnig,PERSON
/wiki/T%E1%BA%ADp_tin:Rohrer.jpg,Tập tin:Rohrer.jpg,UNKNOWN
/wiki/Heinrich_Rohrer,Heinrich Rohrer,PERSON
/wiki/1987,1987,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Georg_Bednorz_speaking_at_the_groundbreaking_of_the_new_IBM_and_ETH_Zurich_Nanotech_Exploratory_Technology_Lab.jpg,Tập tin:Georg Bednorz speaking at the groundbreaking of the new IBM and ETH Zurich Nanotech Exploratory Technology Lab.jpg,UNKNOWN
/wiki/Johannes_Georg_Bednorz,Johannes Georg Bednorz,PERSON
/wiki/G%E1%BB%91m,Gốm,UNKNOWN
#cite_note-88,Trang Chính,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Karl_Alexander_Mueller.jpg,Tập tin:Karl Alexander Mueller.jpg,UNKNOWN
/wiki/Karl_Alexander_M%C3%BCller,Karl Alexander Müller,PERSON
/wiki/1988,1988,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Leon_M._Lederman.jpg,Tập tin:Leon M. Lederman.jpg,UNKNOWN
/w/index.php?title=Leon_M._Lederman&action=edit&redlink=1,Tạo Leon M. Lederman,UNKNOWN
/wiki/Neutrino,Neutrino,UNKNOWN
/wiki/Lepton,Lepton,UNKNOWN
/wiki/Muon_neutrino,Neutrino muon,UNKNOWN
#cite_note-89,Trang Chính,UNKNOWN
/wiki/Melvin_Schwartz,Melvin Schwartz,PERSON
/wiki/T%E1%BA%ADp_tin:Jack-Steinberger-2008.JPG,Tập tin:Jack-Steinberger-2008.JPG,UNKNOWN
/wiki/Jack_Steinberger,Jack Steinberger,PERSON
/wiki/Bad_Kissingen,Bad Kissingen,PLACE
/wiki/1989,1989,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Norman_Foster_Ramsey_1970_(cropped).jpg,Tập tin:Norman Foster Ramsey 1970 (cropped).jpg,UNKNOWN
"/wiki/Norman_Foster_Ramsey,_Jr.","Norman Foster Ramsey, Jr.",PERSON
/wiki/%C4%90%E1%BB%93ng_h%E1%BB%93_nguy%C3%AAn_t%E1%BB%AD,Đồng hồ nguyên tử,UNKNOWN
/wiki/Hans_Georg_Dehmelt,Hans Georg Dehmelt,PERSON
/wiki/Wolfgang_Paul,Wolfgang Paul,PERSON
/wiki/G%C3%B6rlitz,Görlitz,PLACE
/wiki/1990,1990,UNKNOWN
"/wiki/T%E1%BA%ADp_tin:Physics_Nobel_laureate_Jerry_Friedman,_2016.jpg","Tập tin:Physics Nobel laureate Jerry Friedman, 2016.jpg",UNKNOWN
/wiki/Jerome_Isaac_Friedman,Jerome Isaac Friedman,PERSON
#cite_note-90,Trang Chính,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Henry_Kendall_by_Tom_Frost_crop.jpg,Tập tin:Henry Kendall by Tom Frost crop.jpg,UNKNOWN
/w/index.php?title=Henry_Way_Kendall&action=edit&redlink=1,Tạo Henry Way Kendall,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Richard_E._Taylor.jpg,Tập tin:Richard E. Taylor.jpg,UNKNOWN
/wiki/Richard_E._Taylor,Richard E. Taylor,PERSON
/wiki/Canada,Canada,UNKNOWN
/wiki/1991,1991,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Pierre-Gilles_crop.jpg,Tập tin:Pierre-Gilles crop.jpg,UNKNOWN
/wiki/Pierre-Gilles_de_Gennes,Pierre-Gilles de Gennes,PERSON
/wiki/Tinh_th%E1%BB%83_l%E1%BB%8Fng,Tinh thể lỏng,UNKNOWN
/wiki/Polyme,Polymer,UNKNOWN
#cite_note-91,Trang Chính,UNKNOWN
/wiki/1992,1992,UNKNOWN
/wiki/T%E1%BA%ADp_tin:CHARPAK_Georges-24x50-2005_cropped.JPG,Tập tin:CHARPAK Georges-24x50-2005 cropped.JPG,UNKNOWN
/wiki/Georges_Charpak,Georges Charpak,PERSON
/wiki/Dubrovytsia,Dubrovytsia,PLACE
/wiki/%C4%90%E1%BB%87_nh%E1%BB%8B_C%E1%BB%99ng_h%C3%B2a_Ba_Lan,Đệ Nhị Cộng hòa Ba Lan,EVENT
/wiki/%C4%90%E1%BB%87_Nh%E1%BB%8B_C%E1%BB%99ng_h%C3%B2a_Ba_Lan,Đệ Nhị Cộng hòa Ba Lan,EVENT
#cite_note-92,Trang Chính,UNKNOWN
/wiki/1993,1993,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Russell_Alan_Hulse.jpg,Tập tin:Russell Alan Hulse.jpg,UNKNOWN
/wiki/Russell_Alan_Hulse,Russell Alan Hulse,PERSON
#cite_note-93,Trang Chính,UNKNOWN
/wiki/T%E1%BA%ADp_tin:2008JosephTaylor.jpg,Tập tin:2008JosephTaylor.jpg,UNKNOWN
"/wiki/Joseph_Hooton_Taylor,_Jr.","Joseph Hooton Taylor, Jr.",PERSON
/wiki/1994,1994,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Bertram_Brockhouse.jpg,Tập tin:Bertram Brockhouse.jpg,UNKNOWN
/wiki/Bertram_Brockhouse,Bertram Brockhouse,PERSON
#cite_note-N1994-94,Trang Chính,UNKNOWN
/wiki/T%E1%BA%ADp_tin:HD.3F.113_(10347363986).jpg,Tập tin:HD.3F.113 (10347363986).jpg,UNKNOWN
/wiki/Clifford_Shull,Clifford Shull,PERSON
/wiki/Nhi%E1%BB%85u_x%E1%BA%A1_neutron,Nhiễu xạ neutron,UNKNOWN
/wiki/1995,1995,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Martin_Perl_-_tau.jpg,Tập tin:Martin Perl - tau.jpg,UNKNOWN
/wiki/Martin_Lewis_Perl,Martin Lewis Perl,PERSON
/wiki/Tau_(h%E1%BA%A1t),Tau (hạt),EVENT
/wiki/T%E1%BA%ADp_tin:Frederick_Reines.jpg,Tập tin:Frederick Reines.jpg,UNKNOWN
/wiki/Frederick_Reines,Frederick Reines,PERSON
/wiki/1996,1996,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Nobel_Laureate_David_Morris_Lee_in_2007.jpg,Tập tin:Nobel Laureate David Morris Lee in 2007.jpg,UNKNOWN
/w/index.php?title=David_Morris_Lee&action=edit&redlink=1,Tạo David Morris Lee,UNKNOWN
/wiki/Si%C3%AAu_ch%E1%BA%A3y,Siêu lỏng,UNKNOWN
#cite_note-95,Trang Chính,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Douglas_Osheroff_NSF.jpg,Tập tin:Douglas Osheroff NSF.jpg,UNKNOWN
/w/index.php?title=Douglas_Dean_Osheroff&action=edit&redlink=1,Tạo Douglas Dean Osheroff,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Robert_Coleman_Richardson.jpg,Tập tin:Robert Coleman Richardson.jpg,UNKNOWN
/wiki/Robert_Coleman_Richardson,Robert Coleman Richardson,PERSON
/wiki/1997,1997,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Steven_Chu_official_DOE_portrait.jpg,Tập tin:Steven Chu official DOE portrait.jpg,UNKNOWN
/wiki/Steven_Chu,Steven Chu,PERSON
#cite_note-96,Trang Chính,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Claude_Cohen-Tannoudji.JPG,Tập tin:Claude Cohen-Tannoudji.JPG,UNKNOWN
/wiki/Claude_Cohen-Tannoudji,Claude Cohen-Tannoudji,PERSON
/wiki/Constantine_(Alg%C3%A9rie),Constantine (Algérie),PLACE
/wiki/Alg%C3%A9rie_thu%E1%BB%99c_Ph%C3%A1p,Algérie thuộc Pháp,UNKNOWN
/wiki/T%E1%BA%ADp_tin:William_D._Phillips.jpg,Tập tin:William D. Phillips.jpg,UNKNOWN
/wiki/William_Daniel_Phillips,William Daniel Phillips,PERSON
/wiki/1998,1998,UNKNOWN
"/wiki/T%E1%BA%ADp_tin:Robert_Laughlin,_Stanford_University.jpg","Tập tin:Robert Laughlin, Stanford University.jpg",UNKNOWN
/wiki/Robert_B._Laughlin,Robert B. Laughlin,PERSON
#cite_note-97,Trang Chính,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Horst_St%C3%B6rmer_cropped.jpg,Tập tin:Horst Störmer cropped.jpg,UNKNOWN
/wiki/Horst_Ludwig_St%C3%B6rmer,Horst Ludwig Störmer,PERSON
/wiki/%C4%90%E1%BB%A9c,Đức,PLACE
/wiki/T%E1%BA%ADp_tin:Daniel_Chee_Tsui.jpg,Tập tin:Daniel Chee Tsui.jpg,UNKNOWN
/wiki/Th%C3%B4i_K%C3%AC,Thôi Kì,PERSON
/wiki/H%C3%A0_Nam_(Trung_Qu%E1%BB%91c),Hà Nam (Trung Quốc),PLACE
/wiki/1999,1999,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Gerard_%27t_Hooft.jpg,Tập tin:Gerard 't Hooft.jpg,UNKNOWN
/wiki/Gerardus_%27t_Hooft,Gerard 't Hooft,PERSON
/wiki/T%C6%B0%C6%A1ng_t%C3%A1c_%C4%91i%E1%BB%87n_y%E1%BA%BFu,Tương tác điện yếu,UNKNOWN
#cite_note-98,Trang Chính,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Martinus_Veltman.jpg,Tập tin:Martinus Veltman.jpg,UNKNOWN
/wiki/Martinus_J._G._Veltman,Martinus J. G. Veltman,PERSON
/wiki/2000,2000,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Zhores_Alferov.jpg,Tập tin:Zhores Alferov.jpg,UNKNOWN
/w/index.php?title=Zhores_Ivanovich_Alferov&action=edit&redlink=1,Tạo Zhores Ivanovich Alferov,UNKNOWN
/wiki/Nga,Nga,PLACE
#cite_note-N2002-99,Trang Chính,UNKNOWN
/wiki/T%E1%BA%ADp_tin:Herbert_Kroemer_(cropped).jpg,Tập tin:Herbert Kroemer (cropped).jpg,UNKNOWN
